Department ID,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary,Years Approx
HSD,HSD 402 Benefit Program,B.004767,Eligibility Worker Assistant,,03/16/2006,07/01/1999,$34716.24,18.934246575342467
HSD,HSD 402 Benefit Program,B.002938,Eligibility Worker Assistant,,05/16/2008,05/16/2008,$35153.82,10.052054794520547
HSD,HSD 402 Benefit Program,B.005635,Eligibility Worker Assistant,,12/16/1995,08/16/2003,$38004.20,14.805479452054794
HSD,HSD 402 Benefit Program,B.002436,Eligibility Worker Assistant,,08/16/1999,10/16/2006,$38882.74,11.635616438356164
HSD,HSD 402 Benefit Program,B.004772,Eligibility Worker Assistant,,03/01/2012,12/07/2014,$39227.24,3.4876712328767123
HSD,HSD 402 Benefit Program,B.004771,Eligibility Worker Assistant,,12/01/1996,03/16/1998,$40493.96,20.22739726027397
HSD,HSD 402 Benefit Program,B.005636,Eligibility Worker Assistant,,01/22/1991,02/01/2004,$42011.58,14.342465753424657
HSD,HSD 402 Benefit Program,B.004711,Eligibility Worker Assistant,,01/22/1991,03/16/2017,$43326.40,1.2136986301369863
HSD,HSD 402 Benefit Program,B.000243,Eligibility Worker I,,09/01/2012,11/01/2012,$39270.40,5.586301369863014
HSD,HSD 402 Benefit Program,B.000644,Eligibility Worker I,,07/20/2017,07/20/2017,$39270.40,0.8684931506849315
HSD,HSD 402 Benefit Program,B.000739,Eligibility Worker I,,07/20/2017,07/20/2017,$39270.40,0.8684931506849315
HSD,HSD 402 Benefit Program,B.003628,Eligibility Worker I,,07/20/2017,07/20/2017,$39270.40,0.8684931506849315
HSD,HSD 402 Benefit Program,B.000898,Eligibility Worker I,,04/27/2017,04/27/2017,$39276.88,1.0986301369863014
HSD,HSD 402 Benefit Program,B.001104,Eligibility Worker I,,04/27/2017,04/27/2017,$39276.88,1.0986301369863014
HSD,HSD 402 Benefit Program,B.001586,Eligibility Worker I,,04/27/2017,04/27/2017,$39276.88,1.0986301369863014
HSD,HSD 402 Benefit Program,B.003257,Eligibility Worker I,,05/25/2017,05/25/2017,$39276.88,1.021917808219178
HSD,HSD 402 Benefit Program,B.005222,Eligibility Worker I,,04/27/2017,04/27/2017,$39276.88,1.0986301369863014
HSD,HSD 402 Benefit Program,B.000123,Eligibility Worker I,,04/27/2017,04/27/2017,$39276.90,1.0986301369863014
HSD,HSD 402 Benefit Program,B.001215,Eligibility Worker I,,11/22/2016,11/22/2016,$39276.90,1.526027397260274
HSD,HSD 402 Benefit Program,B.001690,Eligibility Worker I,,07/22/2016,07/22/2016,$39276.90,1.8630136986301369
HSD,HSD 402 Benefit Program,B.002820,Eligibility Worker I,,11/22/2016,11/22/2016,$39276.90,1.526027397260274
HSD,HSD 402 Benefit Program,B.003336,Eligibility Worker I,,11/22/2016,11/22/2016,$39276.90,1.526027397260274
HSD,HSD 402 Benefit Program,B.003593,Eligibility Worker I,,11/22/2016,11/22/2016,$39276.90,1.526027397260274
HSD,HSD 402 Benefit Program,B.004101,Eligibility Worker I,,11/07/2016,11/07/2016,$39276.90,1.5671232876712329
HSD,HSD 402 Benefit Program,B.004763.1     ,Eligibility Worker I,,07/22/2016,07/22/2016,$39276.90,1.8630136986301369
HSD,HSD 402 Benefit Program,B.006959,Eligibility Worker I,,11/22/2016,11/22/2016,$39276.90,1.526027397260274
HSD,HSD 402 Benefit Program,B.006960,Eligibility Worker I,,08/07/2016,08/07/2016,$39276.90,1.819178082191781
HSD,HSD 402 Benefit Program,B.004768,Eligibility Worker I,,11/16/2012,10/07/2016,$40258.92,1.652054794520548
HSD,HSD 402 Benefit Program,B.007024,Eligibility Worker I,,07/07/2014,07/07/2014,$40315.08,3.9068493150684933
HSD,HSD 402 Benefit Program,B.001722,Eligibility Worker I,,04/16/2014,05/22/2016,$40712.10,2.03013698630137
HSD,HSD 402 Benefit Program,B.002464,Eligibility Worker I,,06/07/2016,06/07/2016,$40712.10,1.9863013698630136
HSD,HSD 402 Benefit Program,B.004713.1     ,Eligibility Worker I,,06/07/2016,06/07/2016,$40712.10,1.9863013698630136
HSD,HSD 402 Benefit Program,B.007025,Eligibility Worker I,,06/07/2016,06/07/2016,$40712.10,1.9863013698630136
HSD,HSD 402 Benefit Program,B.004818,Eligibility Worker I,,05/01/2014,05/22/2016,$41194.92,2.03013698630137
HSD,HSD 402 Benefit Program,B.000830,Eligibility Worker I,,10/16/2011,10/16/2011,$41234.44,6.632876712328767
HSD,HSD 402 Benefit Program,B.002799.1     ,Eligibility Worker I,,05/22/2015,05/22/2015,$41297.10,3.032876712328767
HSD,HSD 402 Benefit Program,B.004263,Eligibility Worker I,,07/07/2014,07/07/2014,$41297.10,3.9068493150684933
HSD,HSD 402 Benefit Program,B.006961,Eligibility Worker I,,08/22/2014,08/22/2014,$41297.10,3.780821917808219
HSD,HSD 402 Benefit Program,B.007026,Eligibility Worker I,,08/07/2014,08/07/2014,$41297.10,3.8219178082191783
HSD,HSD 402 Benefit Program,B.007027,Eligibility Worker I,,07/22/2014,07/22/2014,$41297.10,3.8657534246575342
HSD,HSD 402 Benefit Program,B.007028,Eligibility Worker I,,02/16/2010,05/07/2015,$41297.10,3.073972602739726
HSD,HSD 402 Benefit Program,B.001037,Eligibility Worker I,,04/16/2014,04/16/2014,$41301.26,4.131506849315069
HSD,HSD 402 Benefit Program,B.004302,Eligibility Worker I,,01/16/2014,01/16/2014,$41301.26,4.3780821917808215
HSD,HSD 402 Benefit Program,B.004820,Eligibility Worker I,,01/16/2014,01/16/2014,$41301.26,4.3780821917808215
HSD,HSD 402 Benefit Program,B.004821,Eligibility Worker I,,03/01/2014,03/01/2014,$41301.26,4.257534246575342
HSD,HSD 402 Benefit Program,B.000498,Eligibility Worker I,,10/01/2012,10/01/2012,$41517.58,5.671232876712328
HSD,HSD 402 Benefit Program,B.003000,Eligibility Worker I,,02/01/2011,02/01/2011,$41949.70,7.336986301369863
HSD,HSD 402 Benefit Program,B.004418,Eligibility Worker I,,10/01/2007,07/22/2016,$42692.52,1.8630136986301369
HSD,HSD 402 Benefit Program,B.000884,Eligibility Worker I,,09/01/2008,07/01/2010,$43657.38,7.926027397260274
HSD,HSD 402 Benefit Program,B.002142,Eligibility Worker II,,06/22/2017,06/22/2017,$43347.20,0.9452054794520548
HSD,HSD 402 Benefit Program,B.004358,Eligibility Worker II,,01/07/2016,01/07/2016,$44926.96,2.4027397260273973
HSD,HSD 402 Benefit Program,B.001461,Eligibility Worker II,,03/01/2014,03/16/2017,$45423.04,1.2136986301369863
HSD,HSD 402 Benefit Program,B.002062,Eligibility Worker II,,01/16/2014,07/07/2016,$45424.86,1.904109589041096
HSD,HSD 402 Benefit Program,B.005106,Eligibility Worker II,,01/16/2014,07/07/2016,$45424.86,1.904109589041096
HSD,HSD 402 Benefit Program,B.005489,Eligibility Worker II,,02/01/2011,11/22/2016,$45605.30,1.526027397260274
HSD,HSD 402 Benefit Program,B.004824,Eligibility Worker II,,01/01/2007,07/01/2012,$45650.28,5.923287671232877
HSD,HSD 402 Benefit Program,B.005490,Eligibility Worker II,,05/01/2013,07/07/2016,$45663.02,1.904109589041096
HSD,HSD 402 Benefit Program,B.000088,Eligibility Worker II,,07/16/2007,07/01/2012,$45767.28,5.923287671232877
HSD,HSD 402 Benefit Program,B.000945,Eligibility Worker II,,11/16/1999,07/01/2012,$45767.28,5.923287671232877
HSD,HSD 402 Benefit Program,B.002230,Eligibility Worker II,,01/16/2008,07/01/2012,$45767.28,5.923287671232877
HSD,HSD 402 Benefit Program,B.003919,Eligibility Worker II,,05/16/2008,07/01/2012,$45767.28,5.923287671232877
HSD,HSD 402 Benefit Program,B.001047,Eligibility Worker II,,02/01/2012,10/22/2015,$45900.40,2.6136986301369864
HSD,HSD 402 Benefit Program,B.004704,Eligibility Worker II,,06/01/2012,10/07/2016,$45900.66,1.652054794520548
HSD,HSD 402 Benefit Program,B.004766,Eligibility Worker II,,10/01/2011,11/22/2016,$45900.66,1.526027397260274
HSD,HSD 402 Benefit Program,B.004192,Eligibility Worker II,,02/01/2011,03/16/2017,$46136.22,1.2136986301369863
HSD,HSD 402 Benefit Program,B.002807,Eligibility Worker II,,03/16/2011,11/22/2016,$46138.30,1.526027397260274
HSD,HSD 402 Benefit Program,B.004419,Eligibility Worker II,,02/01/2004,10/07/2016,$46138.30,1.652054794520548
HSD,HSD 402 Benefit Program,B.004764,Eligibility Worker II,,01/16/2007,07/01/2012,$46180.68,5.923287671232877
HSD,HSD 402 Benefit Program,B.001232,Eligibility Worker II,,01/01/2009,07/07/2016,$47072.48,1.904109589041096
HSD,HSD 402 Benefit Program,B.000517,Eligibility Worker II,,03/01/2009,03/01/2009,$47385.00,9.26027397260274
HSD,HSD 402 Benefit Program,B.001612,Eligibility Worker II,,02/01/2009,02/01/2009,$47385.00,9.336986301369864
HSD,HSD 402 Benefit Program,B.004603,Eligibility Worker II,,02/01/2006,07/01/2012,$47543.34,5.923287671232877
HSD,HSD 402 Benefit Program,B.006567,Eligibility Worker II,,07/16/2013,08/07/2016,$47705.06,1.819178082191781
HSD,HSD 402 Benefit Program,B.000800,Eligibility Worker II,,02/16/2008,07/07/2016,$48014.46,1.904109589041096
HSD,HSD 402 Benefit Program,B.002606,Eligibility Worker II,,08/01/2007,08/01/2007,$50659.70,10.843835616438357
HSD,HSD 402 Benefit Program,B.000336,Eligibility Worker II,,10/01/2002,01/01/2009,$51558.78,9.421917808219177
HSD,HSD 402 Benefit Program,B.006242,Eligibility Worker II,,02/16/1998,11/16/2008,$51558.78,9.547945205479452
HSD,HSD 402 Benefit Program,B.003681,Eligibility Worker II,,10/01/2002,12/01/2007,$52348.66,10.509589041095891
HSD,HSD 402 Benefit Program,B.000955,Eligibility Worker II,,10/01/2002,10/01/2006,$53662.96,11.676712328767124
HSD,HSD 402 Benefit Program,B.001395,Eligibility Worker II,,06/16/2008,07/01/2012,$53708.20,5.923287671232877
HSD,HSD 402 Benefit Program,B.003113,Eligibility Worker II,,08/16/1990,01/01/2006,$54492.62,12.424657534246576
HSD,HSD 402 Benefit Program,B.002587,Eligibility Worker II,,12/01/1996,01/01/2005,$54555.80,13.424657534246576
HSD,HSD 402 Benefit Program,B.004398,Eligibility Worker II,,09/16/2000,09/16/2004,$55162.12,13.717808219178082
HSD,HSD 402 Benefit Program,B.002266,Eligibility Worker II,,09/27/1993,11/16/2001,$56344.86,16.553424657534247
HSD,HSD 402 Benefit Program,B.002401,Eligibility Worker II,,04/29/1996,11/16/2001,$56344.86,16.553424657534247
HSD,HSD 402 Benefit Program,B.003029,Eligibility Worker II,,05/16/1988,01/01/2002,$56344.86,16.427397260273974
HSD,HSD 402 Benefit Program,B.003413,Eligibility Worker II,,08/16/1996,08/16/2000,$56721.86,17.805479452054794
HSD,HSD 402 Benefit Program,B.004705,Eligibility Worker II,,09/16/1992,09/01/2000,$56721.86,17.76164383561644
HSD,HSD 402 Benefit Program,B.002554,Eligibility Worker II,,08/26/1991,11/01/1999,$56970.16,18.5972602739726
HSD,HSD 402 Benefit Program,B.001435,Eligibility Worker II,,07/01/1995,02/16/2000,$57510.96,18.304109589041097
HSD,HSD 402 Benefit Program,B.004741,Eligibility Worker II,,03/01/1991,11/16/1998,$57511.22,19.556164383561644
HSD,HSD 402 Benefit Program,B.004765,Eligibility Worker II,,08/01/1994,05/16/1999,$57511.22,19.06027397260274
HSD,HSD 402 Benefit Program,B.004707,Eligibility Worker II,,02/16/1991,08/16/1996,$60222.76,21.80821917808219
HSD,HSD 402 Benefit Program,B.005491,Eligibility Worker II,,04/16/1993,05/01/1999,$61479.60,19.101369863013698
HSD,HSD 402 Benefit Program,B.001908,Eligibility Worker II,,10/26/1983,10/16/1997,$62038.60,20.64109589041096
HSD,HSD 402 Benefit Program,B.003009,Eligibility Worker II,,09/01/1993,04/01/1995,$62189.40,23.186301369863013
HSD,HSD 402 Benefit Program,B.004397.1     ,Eligibility Worker Supervisor,,06/22/2017,06/22/2017,$50273.60,0.9452054794520548
HSD,HSD 402 Benefit Program,B.007288,Eligibility Worker Supervisor,,04/27/2017,07/20/2017,$50273.60,0.8684931506849315
HSD,HSD 402 Benefit Program,B.001200,Eligibility Worker Supervisor,,01/19/2017,01/19/2017,$51707.24,1.367123287671233
HSD,HSD 402 Benefit Program,B.001799,Eligibility Worker Supervisor,,01/01/2009,11/07/2016,$53989.26,1.5671232876712329
HSD,HSD 402 Benefit Program,B.002276,Eligibility Worker Supervisor,,06/01/2009,01/22/2015,$55944.98,3.361643835616438
HSD,HSD 402 Benefit Program,B.002171,Eligibility Worker Supervisor,,01/01/2006,09/07/2015,$56808.44,2.736986301369863
HSD,HSD 402 Benefit Program,B.006957,Eligibility Worker Supervisor,,08/16/2011,10/16/2013,$56858.10,4.63013698630137
HSD,HSD 402 Benefit Program,B.002759,Eligibility Worker Supervisor,,01/19/1999,03/16/2014,$58483.10,4.2164383561643834
HSD,HSD 402 Benefit Program,B.002223,Eligibility Worker Supervisor,,05/14/1991,03/16/2013,$61576.84,5.2164383561643834
HSD,HSD 402 Benefit Program,B.000157.1     ,Eligibility Worker Supervisor,,01/16/1999,11/07/2016,$61669.92,1.5671232876712329
HSD,HSD 402 Benefit Program,B.000579,Eligibility Worker Supervisor,,01/16/2002,10/07/2015,$62135.32,2.654794520547945
HSD,HSD 402 Benefit Program,B.000147,Eligibility Worker Supervisor,,08/16/2006,10/01/2010,$62667.54,7.673972602739726
HSD,HSD 402 Benefit Program,B.003779,Eligibility Worker Supervisor,,01/01/1997,07/06/2017,$67673.84,0.9068493150684932
HSD,HSD 402 Benefit Program,B.007029,Eligibility Worker Supervisor,,08/26/1991,09/22/2014,$68150.94,3.695890410958904
HSD,HSD 402 Benefit Program,B.002731,Eligibility Worker Supervisor,,06/01/1989,05/16/2005,$70242.90,13.054794520547945
HSD,HSD 402 Benefit Program,B.001819,Eligibility Worker Supervisor,,10/01/1977,12/16/2004,$74609.60,13.468493150684932
HSD,HSD 401 Child Services,B.002331.1     ,Family Services Assistant,,07/01/2009,07/01/2009,$33330.18,8.926027397260274
HSD,HSD 403 Employment Services,B.004624.1     ,Family Services Assistant,,09/16/2006,09/16/2006,$34438.30,11.717808219178082
HSD,HSD 403 Employment Services,B.005844.1     ,Family Services Assistant,,03/01/2006,03/01/2006,$34621.08,12.263013698630138
HSD,HSD 403 Employment Services,B.002787.1     ,Family Services Assistant,,04/15/2000,12/01/2000,$35359.48,17.512328767123286
HSD,HSD 403 Employment Services,B.006458.1     ,Family Services Assistant,,10/16/2001,10/16/2001,$35359.48,16.638356164383563
HSD,HSD 401 Child Services,B.002529.1     ,Family Services Assistant,,12/01/1994,12/01/1994,$39539.24,23.517808219178082
HSD,HSD 401 Child Services,B.000102.5     ,Family Services Specialist I,,01/05/2017,01/05/2017,$45552.00,1.4054794520547946
HSD,HSD 401 Child Services,B.000467.1     ,Family Services Specialist I,,05/11/2017,05/11/2017,$45552.00,1.0602739726027397
HSD,HSD 401 Child Services,B.001008.1     ,Family Services Specialist I,,03/30/2017,03/30/2017,$45552.00,1.1753424657534246
HSD,HSD 401 Child Services,B.001808.2     ,Family Services Specialist I,,06/08/2017,06/08/2017,$45552.00,0.9835616438356164
HSD,HSD 401 Child Services,B.003969.4     ,Family Services Specialist I,,08/22/2016,08/22/2016,$45552.00,1.7780821917808218
HSD,HSD 401 Child Services,B.006532.1     ,Family Services Specialist I,,03/30/2017,03/30/2017,$45552.00,1.1753424657534246
HSD,HSD 405 Adult Services,B.006544.2     ,Family Services Specialist I,,05/25/2017,05/25/2017,$45552.00,1.021917808219178
HSD,HSD 401 Child Services,B.006930.1     ,Family Services Specialist I,,02/16/2017,02/16/2017,$45552.00,1.2904109589041095
HSD,HSD 401 Child Services,B.006962.1     ,Family Services Specialist I,,01/07/2016,07/06/2017,$45552.00,0.9068493150684932
HSD,HSD 403 Employment Services,B.004836.1     ,Family Services Specialist I,,01/07/2016,01/07/2016,$47213.40,2.4027397260273973
HSD,HSD 401 Child Services,B.005533.1     ,Family Services Specialist I,,01/07/2016,01/07/2016,$47213.40,2.4027397260273973
HSD,HSD 403 Employment Services,B.005838.1     ,Family Services Specialist I,,01/07/2016,01/07/2016,$47213.40,2.4027397260273973
HSD,HSD 403 Employment Services,B.006461.1     ,Family Services Specialist I,,04/22/2016,04/22/2016,$47213.40,2.1123287671232878
HSD,HSD 401 Child Services,B.005633.1     ,Family Services Specialist I,,10/22/2015,10/22/2015,$47773.70,2.6136986301369864
HSD,HSD 401 Child Services,B.006455.1     ,Family Services Specialist I,,11/07/2015,11/07/2015,$47773.70,2.56986301369863
HSD,HSD 401 Child Services,B.001233.1     ,Family Services Specialist I,,03/07/2015,03/07/2015,$47875.88,3.241095890410959
HSD,HSD 401 Child Services,B.003911.1     ,Family Services Specialist I,,10/07/2014,10/07/2014,$47875.88,3.654794520547945
HSD,HSD 401 Child Services,B.005630.1     ,Family Services Specialist I,,09/22/2014,09/22/2014,$47875.88,3.695890410958904
HSD,HSD 401 Child Services,B.006928.1     ,Family Services Specialist I,,08/07/2014,08/07/2014,$47875.88,3.8219178082191783
HSD,HSD 401 Child Services,B.006929.1     ,Family Services Specialist I,,03/07/2015,03/07/2015,$47875.88,3.241095890410959
HSD,HSD 401 Child Services,B.006932.1     ,Family Services Specialist I,,07/07/2014,07/07/2014,$47875.88,3.9068493150684933
HSD,HSD 401 Child Services,B.002828.1     ,Family Services Specialist I,,03/01/2014,03/01/2014,$48084.92,4.257534246575342
HSD,HSD 401 Child Services,B.005223.1     ,Family Services Specialist I,,01/01/2014,01/01/2014,$48084.92,4.419178082191781
HSD,HSD 403 Employment Services,B.005839.1     ,Family Services Specialist I,,01/16/2014,01/16/2014,$48084.92,4.3780821917808215
HSD,HSD 403 Employment Services,B.006536.1     ,Family Services Specialist I,,03/16/2013,03/16/2013,$48403.42,5.2164383561643834
HSD,HSD 405 Adult Services,B.001693.1     ,Family Services Specialist I,,02/16/2011,02/16/2011,$49061.48,7.295890410958904
HSD,HSD 403 Employment Services,B.006537.1     ,Family Services Specialist I,,02/16/2011,02/16/2011,$49061.48,7.295890410958904
HSD,HSD 403 Employment Services,B.006562.1     ,Family Services Specialist I,,02/16/2011,02/16/2011,$49061.48,7.295890410958904
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007030,Family Services Specialist I,,07/01/2006,09/07/2014,$49399.48,3.736986301369863
HSD,HSD 403 Employment Services,B.006538.1     ,Family Services Specialist I,,12/01/2008,12/01/2008,$49698.22,9.506849315068493
HSD,HSD 403 Employment Services,B.006535.1     ,Family Services Specialist I,,11/01/2006,11/01/2006,$50490.44,11.591780821917808
HSD,HSD 403 Employment Services,B.001943.1     ,Family Services Specialist I,,09/01/2005,09/01/2005,$51050.22,12.758904109589041
HSD,HSD 401 Child Services,B.004015.1     ,Family Services Specialist II,,01/05/2017,07/06/2017,$50273.60,0.9068493150684932
HSD,HSD 401 Child Services,B.003062.1     ,Family Services Specialist II,,01/07/2016,01/07/2016,$52088.14,2.4027397260273973
HSD,HSD 401 Child Services,B.005225.1     ,Family Services Specialist II,,01/22/2015,03/02/2017,$52640.58,1.252054794520548
HSD,HSD 401 Child Services,B.006545.2     ,Family Services Specialist II,,09/22/2014,04/13/2017,$52640.58,1.1369863013698631
HSD,HSD 401 Child Services,B.003027.1     ,Family Services Specialist II,,09/22/2014,07/06/2017,$52663.47,0.9068493150684932
HSD,HSD 401 Child Services,B.003764.1     ,Family Services Specialist II,,09/22/2014,07/06/2017,$52663.47,0.9068493150684932
HSD,HSD 401 Child Services,B.006531.1     ,Family Services Specialist II,,06/22/2015,07/06/2017,$52663.47,0.9068493150684932
HSD,HSD 401 Child Services,B.005203.2     ,Family Services Specialist II,,07/16/2013,08/07/2015,$52706.42,2.8219178082191783
HSD,HSD 401 Child Services,B.005535.3     ,Family Services Specialist II,,07/22/2015,09/07/2016,$52706.42,1.7342465753424658
HSD,HSD 405 Adult Services,B.006543.1     ,Family Services Specialist II,,07/07/2015,07/07/2015,$52706.42,2.9068493150684933
HSD,HSD 405 Adult Services,B.001694.2     ,Family Services Specialist II,,08/16/2012,11/07/2014,$52808.86,3.56986301369863
HSD,HSD 403 Employment Services,B.005235.1     ,Family Services Specialist II,,06/07/2015,06/07/2015,$52808.86,2.989041095890411
HSD,HSD 401 Child Services,B.000108.1     ,Family Services Specialist II,,01/01/2011,07/07/2014,$52809.64,3.9068493150684933
HSD,HSD 401 Child Services,B.004394.2     ,Family Services Specialist II,,08/16/2013,07/07/2014,$52809.64,3.9068493150684933
HSD,HSD 401 Child Services,B.004290.2     ,Family Services Specialist II,,03/01/2014,04/27/2017,$52870.48,1.0986301369863014
HSD,HSD 405 Adult Services,B.001350.2     ,Family Services Specialist II,,07/01/2013,08/22/2016,$52872.56,1.7780821917808218
HSD,HSD 401 Child Services,B.003880.1     ,Family Services Specialist II,,01/01/2011,11/01/2013,$53017.38,4.586301369863014
HSD,HSD 401 Child Services,B.005631.1     ,Family Services Specialist II,,09/01/2013,04/01/2014,$53017.38,4.1726027397260275
HSD,HSD 401 Child Services,B.006057.1     ,Family Services Specialist II,,01/16/2011,04/16/2014,$53017.38,4.131506849315069
HSD,HSD 401 Child Services,B.006457.1     ,Family Services Specialist II,,09/01/2013,09/01/2013,$53017.38,4.7534246575342465
HSD,HSD 401 Child Services,B.002600.1     ,Family Services Specialist II,,04/01/2008,02/01/2013,$53356.68,5.3342465753424655
HSD,HSD 401 Child Services,B.003329.1     ,Family Services Specialist II,,11/16/2009,11/01/2012,$53356.68,5.586301369863014
HSD,HSD 401 Child Services,B.006244.1     ,Family Services Specialist II,,10/01/2010,11/01/2012,$53356.68,5.586301369863014
HSD,HSD 405 Adult Services,B.006546.1     ,Family Services Specialist II,,04/01/2011,11/01/2012,$53356.68,5.586301369863014
HSD,HSD 401 Child Services,B.006563.2     ,Family Services Specialist II,,09/01/2012,09/01/2012,$53356.68,5.7534246575342465
HSD,HSD 401 Child Services,B.002959.1     ,Family Services Specialist II,,01/01/2012,11/22/2016,$53593.80,1.526027397260274
HSD,HSD 401 Child Services,B.005634.1     ,Family Services Specialist II,,11/16/2009,06/16/2012,$53675.18,5.964383561643835
HSD,HSD 403 Employment Services,B.005840.1     ,Family Services Specialist II,,03/01/2007,01/01/2014,$53771.12,4.419178082191781
HSD,HSD 403 Employment Services,B.006539.1     ,Family Services Specialist II,,10/16/2006,02/16/2013,$53983.28,5.293150684931507
HSD,HSD 403 Employment Services,B.000342.1     ,Family Services Specialist II,,01/01/2009,03/16/2011,$53993.94,7.219178082191781
HSD,HSD 403 Employment Services,B.002694.1     ,Family Services Specialist II,,06/01/2011,06/01/2011,$53993.94,7.008219178082192
HSD,HSD 403 Employment Services,B.006058.1     ,Family Services Specialist II,,11/01/2006,11/01/2010,$53993.94,7.589041095890411
HSD,HSD 401 Child Services,B.000010.1     ,Family Services Specialist II,,04/01/2010,04/01/2010,$54312.18,8.175342465753424
HSD,HSD 403 Employment Services,B.006533.1     ,Family Services Specialist II,,03/01/2007,02/01/2011,$54407.08,7.336986301369863
HSD,HSD 401 Child Services,B.002080.1     ,Family Services Specialist II,,06/01/2009,06/01/2009,$54630.68,9.008219178082191
HSD,HSD 403 Employment Services,B.003619.1     ,Family Services Specialist II,,10/16/2005,12/22/2015,$55119.22,2.4465753424657533
HSD,HSD 401 Child Services,B.000562.1     ,Family Services Specialist II,,01/01/2007,01/01/2007,$56306.90,11.424657534246576
HSD,HSD 401 Child Services,B.001107.1     ,Family Services Specialist II,,07/16/2006,10/01/2000,$56306.90,17.67945205479452
HSD,HSD 403 Employment Services,B.001600.1     ,Family Services Specialist II,,04/16/2005,08/16/2006,$56306.90,11.802739726027397
HSD,HSD 401 Child Services,B.001968.2     ,Family Services Specialist II,,09/16/2006,09/16/2006,$56306.90,11.717808219178082
HSD,HSD 401 Child Services,B.000073.1     ,Family Services Specialist II,,10/16/2012,10/16/2012,$56313.66,5.63013698630137
HSD,HSD 403 Employment Services,B.000829.1     ,Family Services Specialist II,,09/01/2006,04/16/2008,$56415.06,10.134246575342466
HSD,HSD 403 Employment Services,B.004668.1     ,Family Services Specialist II,,03/01/2006,12/16/2008,$57044.52,9.465753424657533
HSD,HSD 401 Child Services,B.002405.1     ,Family Services Specialist II,,04/16/2006,05/16/2008,$57474.56,10.052054794520547
HSD,HSD 403 Employment Services,B.005843.1     ,Family Services Specialist II,,11/01/2005,11/16/2006,$57702.58,11.550684931506849
HSD,HSD 401 Child Services,B.004207.1     ,Family Services Specialist II,,06/19/2002,06/16/2006,$60810.10,11.96986301369863
HSD,HSD 405 Adult Services,B.000885.1     ,Family Services Specialist II,,09/16/2000,09/16/2002,$60864.44,15.72054794520548
HSD,HSD 401 Child Services,B.002035.1     ,Family Services Specialist II,,10/01/2002,10/01/2002,$60864.44,15.67945205479452
HSD,HSD 401 Child Services,B.002732.1     ,Family Services Specialist II,,06/16/1999,03/16/2003,$60864.44,15.224657534246575
HSD,HSD 403 Employment Services,B.005841.1     ,Family Services Specialist II,,10/16/2001,10/16/2001,$61785.62,16.638356164383563
HSD,HSD 401 Child Services,B.004644.1     ,Family Services Specialist II,,09/01/2001,09/01/2001,$61963.20,16.76164383561644
HSD,HSD 403 Employment Services,B.005213.1     ,Family Services Specialist II,,10/01/2001,09/16/2009,$62778.30,8.715068493150685
HSD,HSD 401 Child Services,B.000876.1     ,Family Services Specialist II,,12/01/1998,12/01/2000,$63240.84,17.512328767123286
HSD,HSD 401 Child Services,B.000341.2     ,Family Services Specialist II,,07/01/1997,02/16/2000,$64749.10,18.304109589041097
HSD,HSD 401 Child Services,B.000839.1     ,Family Services Specialist II,,04/16/1993,07/16/1998,$66310.40,19.893150684931506
HSD,HSD 405 Adult Services,B.004243.1     ,Family Services Specialist II,,03/01/1991,07/16/1996,$69462.12,21.893150684931506
HSD,HSD 403 Employment Services,B.002869.1     ,Family Services Specialist II,,08/01/1983,07/01/2009,$70796.44,8.926027397260274
HSD,HSD 403 Employment Services,B.002156.2     ,Family Services Specialist II,,07/01/1990,07/01/1996,$71123.78,21.934246575342467
HSD,HSD 401 Child Services,B.003927.1     ,Family Services Specialist II,,05/01/1988,01/01/1993,$72733.18,25.432876712328767
HSD,HSD 403 Employment Services,B.000626.1     ,Family Services Specialist II,,11/13/1984,07/01/1996,$74609.60,21.934246575342467
HSD,HSD 401 Child Services,B.006453.2     ,Family Services Specialist II,,09/16/1985,01/01/1986,$74609.60,32.43835616438356
HSD,HSD 401 Child Services,B.002738.2     ,Family Services Specialist III,,08/16/2013,05/07/2016,$55513.90,2.0712328767123287
HSD,HSD 405 Adult Services,B.006243.1     ,Family Services Specialist III,,01/01/2006,11/22/2014,$58935.50,3.5287671232876714
HSD,HSD 401 Child Services,B.005532.2     ,Family Services Specialist III,,02/16/2005,06/07/2014,$59713.68,3.989041095890411
HSD,HSD 403 Employment Services,B.005632.2     ,Family Services Specialist III,,11/23/1998,01/16/2013,$61904.70,5.3780821917808215
HSD,HSD 405 Adult Services,B.005534.2     ,Family Services Specialist III,,02/16/2000,09/01/2013,$62400.78,4.7534246575342465
HSD,HSD 401 Child Services,B.000089.1     ,Family Services Specialist III,,09/02/2003,07/01/2010,$62485.28,7.926027397260274
HSD,HSD 405 Adult Services,B.007031.1     ,Family Services Specialist III,,06/01/2004,12/07/2016,$65188.24,1.484931506849315
HSD,HSD 401 Child Services,B.004402.1     ,Family Services Specialist III,,07/16/1999,02/01/2006,$67644.98,12.33972602739726
HSD,HSD 401 Child Services,B.002679.1     ,Family Services Specialist III,,06/01/1989,08/16/2009,$72021.82,8.8
HSD,HSD 401 Child Services,B.003352.1     ,Family Services Specialist III,,03/11/1991,04/01/2005,$74185.80,13.178082191780822
